"PACIFIC CURRENCY EXCHANGE LTD" "171-5951 MINORU BOULEVARD" "RICHMOND" " " "V6X 4B1" "6042441000"
"REMO EXCHANGE OFFICE LTD" "789 BURRARD STREET" "VANCOUVER" " " "V6Z 1X6" "6046854921"
"LONDON CURRENCY EXCHANGE INC." "105 WHARNCLIFFE ROAD S." "LONDON" " " "N6J2K2" "5194345080"
"MONEYWAY FINANCIAL GROUP CORP." "702 MAIN STREET" "WEST VANCOUVER" " " "V7T0A5" "6049238000"
"PABLA FOREIGN EXCHANGE EXPRESS INC" "30 SECRETARIAT DRIVE" "ETOBICOKE" " " "M9W6X4" "4166799510"
"RCG FOREX SERVICE CORP." "800-5951 NO.3 ROAD" "RICHMOND" " " "V6X2E3" "6048211977"
"UNITED ROYAL CURRENCY EXCHANGE LTD." "1546 LONSDALE AVE" "NORTH VANCOUVER" " " "V7M2J3" "6049881070"
"BUREAU DE CHANGE UNIVERSAL INC." "380 (W1010) ST-ANTOINE STREET W." "MONTREAL" " " "H2Y 3X7" "5148445060"
"VALEOKEIS LTD." "4931 BATHURST STREET" "TORONTO" " " "M2R1X8" "4162299219"
"TRAVELEX CANADA LIMITED" "200 ALBERT STREET N" "REGINA" " " "S4R5E2" "4163593700"
"9037-3622 QUEBEC INC." "1385A STE-CATHERINE W." "MONTREAL" " " "H3G1R1" "5148458692"
"FINMEX (CANADA) INC." "3080 YONGE STREET SUITE 5044 P.O. BOX 24" "TORONTO" " " "M4N 3N1" "4164893466"
"GLOBAL CURRENCY SERVICES INC." "1027 GORDON STREET, UNIT 8" "GUELPH" " " "N1G4X1" "5197637330"
"IDEAL MONEY SERVICES INC." "24 EMMANUEL DRIVE" "RICHMOND HILL" " " "L4B 1Y7" "9057077203"
"NAUNIHAL CURRENCY EXCHANGE INC" "1889 ALBION ROAD" "REXDALE" " " "M9W 5S9" "4166750956"
"NORTHERN INTERNATIONAL EXCHANGE INC" "107 DUNDAS STREET E." "MISSISSAUGA" " " "L5A 1W7" "9053060000"
"A&I ENTERPRISE INC" "1849 LONSDALE AVE." "NORTH VANCOUVER" " " "V7M 2J8" "6046877442"
"PHONE CASH MONEY TRANSFER INC" "4113 STEELES AVENUE WEST" "NORTH YORK" " " "M3N 1V7" "4166670738"
"TRANSAIGON COMPANY LTD." "981 COLLEGE STREET" "TORONTO" " " "M6H 1A6" "4165369163"
"TRANSCARD CANADA LTD" "2820 14TH AVENUE, SUITE 200" "MARKHAM" " " "L3R 0S9" "4168401466"
"CUSTOM HOUSE LTD" "517 FORT STREET" "VICTORIA" " " "V8W 1E7" "2502207167"
"1601480 ONTARIO INC." "632 ST-CLAIR AVENUE W." "TORONTO" " " "M6C 1A9" "4166562269"
"955018 ONTARIO LTD." "1649 EGLINTON AVENUE W." "TORONTO" " " "M6E2H1" "6472950099"
" " "101-1500 BANK ST" "OTTAWA" " " "K1H7Z2" "6135211350"
"AUTOMOBILE ET TOURING CLUB DU QUÉBEC" "444 RUE BOUVIER" "QUEBEC" " " "G2J 1E3" "4186242424"
"SERVICES FINANCIERS WESTERN UNION (CANADA), INC." "#1-5268 MEMORIAL DRIVE NE" "CALGARY" " " "T2A2R1" "9055343118"
"CANADA POST CORPORATION" "8 BOUL PERRON" "POINTE-A-LA-GARDE" " " "G0C2M0" "6137343000"
"GLOBEX 2000 FINANCIAL SERVICES INC." "148 RUE RICHELIEU" "ST-JEAN-SURRICHELIEU" " " "J3B6X4" "5149332555"
"FIRMA FOREIGN EXCHANGE CORPORATION" "SUITE 400, 10205 - 101 STREET" "EDMONTON" " " "T5J4H5" "7804264946"
"JN MONEY SERVICES (CANADA) LTD." "1590 MATHESON BLVD E," "MISSISSAUGA" " " "L4W1J1" "4167842075"
"LATIN EXPRESS COURRIER INC." "7100 ST-HUBERT, SUITE 202" "MONTREAL" " " "H2S 2M9" "5142701161"
"KARDAN EXCHANGE INC" "201-239 SHEPPARD AVENUE E." "NORTH YORK" " " "M2N3A8" "4162222024"
"VIGO REMITTANCE CORP." "325 MILNER AVENUE, 14TH FLOOR" "TORONTO" " " "M1B 5N1" "8007778784"
"NATIONAL MONEY MART COMPANY" "2725 JANE STREET" "NORTH YORK" " " "M3L1S3" "6472603116"
"WHEATLAND INVESTMENTS LTD." "400-260 HARVEY AVENUE" "KELOWNA" " " "V1Y 7X5" "2508619311"
"MONEY MART SPRUCE GROVE LTD." "323 FIRST AVENUE" "SPRUCE GROVE" " " "T7Y3A2" "7804616622"
"2441-0946 QUEBEC INC" "2102 BOULEVARD ROSEMONT" "MONTREAL" " " "H2G1T4" "5142702446"
"ENCAISSEMENT DE CHEQUE MONTREAL LTEE" " " " " " " " " "5147881555"
"1352212 ONTARIO INC." "1248 BLOOR STREET W." "TORONTO" " " "M6H1N5" "4165367266"
"SHERE PUNJAB EXCHANGE INC." "2980 DREW ROAD SUITE 120" "MISSISSAUGA" " " "L4T 0A7" "9056774500"
"MERCANTILE EXCHANGE CORPORATION" "8 KING ST EAST, 14TH FLOOR" "TORONTO" " " "M5C1B5" "4163683680"
"TAEB ENTERPRISES INC." "57 FRANK ENDEAN ROAD" "RICHMOND HILL" " " "L4S 1X4" "9057707776"
"INTERNATIONAL SECURITIES EXCHANGE LTD" "1169 ROBSON STREET" "VANCOUVER" " " "V6E 1B5" "6046839666"
"CASH MONEY CHEQUE CASHING INC" "2137 JANE STREET, UNIT 1" "DOWNSVIEW" " " "M3M1A2" "6477758700"
"1526437 ONTARIO INC" "1080 MEMORIAL AVENUE" "THUNDER BAY" " " "P7B 4A3" "8076233622"
"1375455 ONTARIO INC" "611 ST-CLAIR STREET" "POINT EDWARD" " " "N7V1P2" "5193447811"
"GOP EXCHANGE LTD" "20 HEATHERINGTON PLACE" "BRAMPTON" " " "L6S5M7" "9054586081"
"INTERNATIONAL BUY & SELL INC." "128 MILLTOWN BOULEVARD" "ST-STEPHEN" " " "E3L1G6" "5064663387"
"1252000 ONTARIO LTD." "607B PARLIAMENT STREET" "TORONTO" " " "M4X 1P8" "4169443441"
"592576 SASKATCHEWAN LTD" "1215A CENTRAL AVENUE" "PRINCE ALBERT" " " "S6V4V9" "3069538202"
"0246921 BC LTD" "89A-650 TERMINAL AVENUE" "NANAIMO" " " "V9R 5E2" "2507531889"
"1648646 ONTARIO INC." "83 KENNEDY ROAD S., UNIT 27" "BRAMPTON" " " "L6W 3P3" "9054539026"
"LAPARKAN TRADING LIMITED" "5250 FINCH AVENUE E. UNIT 13/14" "SCARBOROUGH" " " "M1S5A5" "4162924370"
"MEMON FINMARK INC" "12888 96 AVENUE" "SURREY" " " "V3V6A8" "9052723888"
"CORPORATION D'ÉCHANGE CANADA INC" "4831 MILLER ROAD #206" "RICHMOND" " " "V7B1K7" "6046561711"
"1170001 ONTARIO INC." "10077 YONGE STREET UNIT 6" "RICHMOND HILL" " " "L4C 1T7" "9057706542"
"1052532 ONTARIO INC." "45 MACDONELL" "GUELPH" " " "N1H 2Z4" "5197632952"
"ENVOY INTERNATIONAL MANAGEMENT LTD." "427 GARRISON ROAD, UNIT 7" "FORT ERIE" " " "L2A 6E6" "8007555614"
"ASIA PACIFIC FOREIGN EXCHANGE LTD" "27 QUEEN STREET EAST, SUITE - 1104" "TORONTO" " " "M5C 2M6" "4169243222"
"WELLINGTON FOREIGN EXCHANGE CORPORATION" "153 WELLINGTON STREET" "KINGSTON" " " "K7L3E1" "6135318731"
"BEST CURRENCY EXCHANGE LTD." "UNIT 105 12852 96 AVENUE" "SURREY" " " "V3V6A8" "6045887600"
"HYPERWALLET SYSTEMS INC." "SUITE 180-2985 VIRTUAL WAY" "VANCOUVER" " " "V5M4X7" "18554493737"
"MEDA TRADE CO INC." "155 FROBISHER DRIVE, SUITE I-106" "WATERLOO" " " "N2V2E1" "5197251715"
"J & M COIN & JEWELLERY LTD." "348-4800 KINGSWAY" "BURNABY" " " "V5H4J2" "6048767181"
"VANCOUVER BULLION AND CURRENCY EXCHANGE LTD." "120 - 800 W. PENDER ST." "VANCOUVER" " " "V6C2V6" "6046851008"
"CALGARY FOREIGN EXCHANGE LTD." "228 - 8TH AVENUE S.W." "CALGARY" " " "T2P1B5" "4032900400"
"MONEY SPOT INC." "1818 JANE STREET" "TORONTO" " " "M9N2T3" "4162449296"
"2016413 ONTARIO INC" "4350 STEELES AVENUE E. UNIT F13 P.O. BOX 92" "MARKHAM" " " "L3R9V4" "9054770545"
"KGL ENTERPRISES LTD." "#4-8755 ASH STREET" "VANCOUVER" " " "V6P 6T3" "6047641078"
"1436317 ONTARIO INC." "855 BROWNS LINE" "ETOBICOKE" " " "M8W3V7" "4162531895"
"884272 ONTARIO INC." "79A DUNLOP STREET WEST" "BARRIE" " " "L4N 1A5" "7057343722"
"MTFX INC." "2750 14 TH AVENUE SUITE 306" "MARKHAM" " " "L3R0B6" "9053059023"
"ALORIS MERCANTILE CORPORATION" "292 SHEPPARD AVE W" "TORONTO" " " "M2N1N5" "4162222652"
"GUARDIAN INTERNATIONAL CURRENCY CORPORATION" "151 YONGE ST" "TORONTO" " " "M5C2W7" "4163621300"
"M. KASIPPILLAI & SONS INC." "3228 EGLINTON AVE E #3" "SCARBOROUGH" " " "M1J2H6" "4162678221"
"PERSEPOLIS INTERNATIONAL LTD" "6987 YONGE ST" "TORONTO" " " "M2M3X9" "4162290000"
"SINDI FINANCIAL SERVICES INC." "792 KENNEDY ROAD, SUITE 204" "SCARBOROUGH" " " "M1K2C8" "4162880277"
"VMBS OVERSEAS (CANADA) INC" "SUITE 101 - 801 EGLINTON AVENUE WEST" "TORONTO" " " "M5N 1E3" "4166528652"
"MAHARLIKA SERVICES LTD." "4321 FRASER ST" "VANCOUVER" " " "V5V 4G4" "6048727781"
"LBC MUNDIAL REMITTANCE CORPORATION" "3563 INVESTMENT BLVD  STE 3" "HAYWARD" " " "94545" "8002411312"
"INTEGRATED PAYMENT SYSTEMS CANADA INC" " " " " " " " " "3039675348"
"MANIFLO MONEY EXCHANGE INC" "1428 HIGHLAND AVE" "NATIONAL CITY" " " "91950" "6194347200"
"AXIOM FOREIGN EXCHANGE INTERNATIONAL" "310-323 10 AVENUE SW" "CALGARY" " " "T2R0A5" "4032695402"
"FOREST HILL TRADER AND FINANCE INC" "5460 YONGE ST, STE 304" "TORONTO" " " "M2N 6K7" "4162236668"
"LEMARGO INC." "B2-125 THE QUEENSWAY UNIT 202" "TORONTO" " " "M8Y1H6" "9059490266"
"1538466 ONTARIO INC." "279 SPADINA AVE" "TORONTO" " " "M5T2E3" "4165967601"
"MANITOBA MOTOR LEAGUE" "870 EMPRESS ST" "WINNIPEG" " " "R3C 2Z3" "2042626127"
"CANADA MONEY TT LTD." "1231-4500 KINGSWAY AVE" "BURNABY" " " "V5H 2A9" "6044338003"
"GEMINI WORLDWIDE INC" "42 BRONTE ST. SOUTH" "MILTON" " " "L9T5A8" "4166568008"
"GOLDEN STAR EXCHANGE LIMITED" "13 MAPLE VALLEY STREET" "BRAMPTON" " " "L6P 2E8" "4166757070"
"KARPATY EXPORT IMPORT LIMITED" "121 RUNNYMEDE RD" "TORONTO" " " "M6S 2Y4" "4167619105"
"JESUS G MALLARI AND ASSOCIATES" "4858A YONGE ST, STE 1" "TORONTO" " " "M2N 5N2" "4166245662"
"4291921 CANADA INC." "6520 ST-JACQUES WEST" "MONTREAL" " " "H4B1T6" "5144856000"
"9047-3448 QUEBEC INC" "6520 ST JACQUES" "MONTREAL" " " "H4B 1T6" "5146226000"
"1013490 ONTARIO LTD." "198 SPADINA AVE." "TORONTO" " " "M5T 2C2" "4165938867"
"1668334 ONTARIO INC." "1100 BURNHAMTHORPE RD. W. UN14" "MISSISSAUGA" " " "L5C 4G4" "9059492646"
"JACK FILLED FOREIGN EXCHANGE INC" "102-305 MILNER AVE" "SCARBOROUGH" " " "M1B3V4" "4169019995"
"PUNJAB FINANCIAL SERVICES INC" "1090 PETER ROBERTSON BLVD, UNIT 206" "BRAMPTON" " " "L6R 3B3" "9054552535"
"REHMAN INTERNATIONAL LTD" "5 ELLEN STREET" "MISSISSAUGA" " " "L5M1R8" "9058481414"
"PUNJAB EXCHANGE INCORPORATED" "7071 AIRPORT RD, STE 209B" "MISSISSAUGA" " " "L4T 4J3" "9054059090"
"ÉCHANGE MINCORP INC." "220 YONGE STREET BOX 103" "TORONTO" " " "M5B 2H1" "4167091481"
"MONEYGRAM PAYMENT SYSTEMS CANADA INC." "5214 CH QUEEN-MARY" "MONTREAL" " " "H3W1X5" "9525913000"
"MANILA EXPRESS INC." "3185 QUADRA ST." "VICTORIA" " " "V8X1E9" "6047366184"
"CASHPLAN FINANCIAL" "4802 50TH AVE P.O. BOX 580" "ST. PAUL" " " "T0A 3A0" "7806455540"
" " "914 ISLAND HIGHWAY" "CAMPBELL RIVER" " " "V9W 2C3" "2508300560"
"PG CASHPLAN" "1126 3RD AVENUE" "PRINCE GEORGE" " " "V2L3E5" "2505611657"
"522916 B. C. LTD." "33052 1ST AVENUE" "MISSION" " " "V2V1G3" "6048201771"
"604201 SASKATCHEWAN LTD" "205B CENTRE STREET" "MEADOW LAKE" " " "S9X 1L5" "3062366522"
"FINANCIAL STOP INC." "200-340 MIDPARK WAY SE" "CALGARY" " " "T2X 1P1" "4032548689"
"EXPRESS CURRENCY EXCHANGE LIMITED" "15223 RUSSELL AVE" "WHITE ROCK" " " "V4B 5C3" "6045424266"
"SANGHA CURRENCY EXCHANGE LIMITED" "7453 124 STREET" "SURREY" " " "V3W3X2" "6045077777"
"INDO-CANADIAN MONEY EXCHANGE (2001) INC." "12830 80TH AVENUE UNIT 110" "SURREY" " " "V3W3A8" "6045969700"
"AIRWAYS MONEY EXCHANGE 2002 LTD" "UNIT 1 - 9380 120TH STREET" "SURREY" " " "V3V4B9" "6045842500"
"C M C MUSIC CITY LTD" "827 GRANVILLE STREET" "VANCOUVER" " " "V6Z1K7" "6046882516"
"GESTION FINANCIERE TRINITY INC" "437 ST-ZOTIQUE AVE E" "MONTRÉAL" " " "H2S 1M1" "5144951616"
"INTERNATIONAL REMITTANCE (CANADA) LTD." "HERITAGE PLAZA SHOPPING CENTRE 8330 MACLEOD TR SE" "CALGARY" " " "T2H2V2" "6042845141"
"MONEY FLOW CAPITAL CORPORATION" "1075 GRANVILLE STREET" "VANCOUVER" " " "V6Z1L4" "6046842226"
"PAYLINE FINANCIAL INC" "315, 877 GOLDSTREAM AVE" "VICTORIA" " " "V9B 2X8" "2504834795"
"PAYSTONE (CANADA) CORP" "418 - 650 GEORGIA ST W" "VANCOUVER" " " "V6B 4N8" "6045149614"
"C4C CURRENCY EXCHANGE LTD." "104 WATER ST" "VANCOUVER" " " "V6B 1V2" "6046472274"
"SAVE ON CURRENCY EXCHANGE" "2830-4500 KINGSWAY AVE" "BURNABY" " " "V5H 2A9" "6044327557"
"2042772 ONTARIO INC." "2A-450 GARRISON RD." "FORT ERIE" " " "L2A1N2" "9058711234"
"INTL GENERAL EXPRESS INC." "1125 DUNDAS ST. E. UNIT 228" "MISSISSAUGA" " " "L4Y2C4" "4165916363"
"STAR REMITTANCE INC" "1240 DUNDAS ST WEST" "TORONTO" " " "M6J 1X5" "4165371305"
"ADVANTAGE FOREIGN EXCHANGE INC" "958 ST. LAURENT UNIT B" "OTTAWA" " " "K1K3B3" "6138425176"
"PLANINVEST CONSULTING LTD" "5075 YONGE STREET, UNIT 401" "NORTH YORK" " " "M2N 6C6" "4162508661"
"INDIA CURRENCY EXCHANGE INC." "1986WESTON ROAD" "WESTON" " " "M9N1X3" "4168946030"
"1192344 ONTARIO INC." "1269 DANFORTH RD UNIT 2" "SCARBOROUGH" " " "M1J 1E6" "4162651166"
"BHARAT MONEY EXCHANGE LTD" "158-8120 128TH ST" "SURREY" " " "V3W 1R1" "9999999999"
"RM GLOBAL INC" "A-125 DUNDAS STREET EAST" "MISSISSAUGA" " " "L5A 1W7" "9059490704"
"1671474 ONTARIO LIMITED" "UNIT 17 - 7007 ISLINGTON AVE. W." "VAUGHAN" " " "L4L 4T5" "9058569771"
"DESHI FOREIGN EXCHANGE INC." "2976 DANFORTH AVE" "TORONTO" " " "M4C 1M6" "4166911683"
"GLOBLE FOREIGN EXCHANGE INC." "10821 23 AVE" "EDMONTON" " " "T6J7B5" "8885787267"
"CASH 4 YOU CORP." "1253 KING STREET EAST UNIT #5A" "KITCHENER" " " "N2G2N5" "2263180770"
"CANADIAN CAPITAL COMMODITIES LTD" "33 CITY CENTRE  DRIVE - SUITE 140" "MISSISSAUGA" " " "L5B2N5" "9055669771"
"SERVICES MONÉTAIRES ORIENTAL COMMERCIAL INC." "1070 BOULEVARD ST-LAURENT" "MONTREAL" " " "H2Z 1J5" "5148761070"
"CAN-CHINA FINANCIAL SERVICES LTD." "2605 - 4500 KINGSWAY" "BURNABY" " " "V5H2A9" "6044387889"
"AMAL ONTARIO INC." "1772 WESTON ROAD, GROUND FLOOR" "TORONTO" " " "M9N 1V8" "4166147046"
"PLACID NK CORPORATION" "400 POST AVE, SUITE# 101" "WESTBURY" " " "11590" "7183923500"
"FAMILY EXPRESS CANADA LTD." "4721 VAN HORNE, SUITE 9" "MONTREAL" " " "H3W1H8" "6047328777"
"KAAH EXPRESS (CANADA) INC" "1825 WESTON" "TORONTO" " " "M9N 1V9" "4162452846"
"DEVISES CÔTE VERTU INC" "3300 BOUL. CÔTE VERTU UNIT 110" "ST-LAURENT" " " "H4R 2B7" "5143339377"
"E-TRANS FINANCE LIMITED" "200 GRANVILLE ST, SUITE 60" "VANCOUVER" " " "V6C1S4" "6046858266"
"THE WINDSOR-DETROIT TUNNEL DUTY FREE SHOP INC" "465 GOYEAU STREET" "WINDSOR" " " "N9A1H1" "5192522713"
"9049-2505 QUEBEC INC" "1128 STE-CATHERINE OUEST" "MONTRÉAL" " " "H3B 1H4" "5143940804"
"RELIABLE PESO REMIT INC" "1336 LABRIE AVE, GLOUCESTER" "OTTAWA" " " "K1B3M1" "4166317773"
"SENVIA MONEY SERVICES INC" "1375 KERNS ROAD" "BURLINGTON" " " "L7R 4X8" "9053314242"
"1573211 ONTARIO INC." "6734 LUNDYS LANE, UNIT 2" "NIAGARA FALLS" " " "L2G 1V5" "9053711181"
"GLAXY INTERNATIONAL CANADA LTD." "28-1310 MID-WAY BLVD" "MISSISSAUGA" " " "L5T2K5" "9057951844"
"OSWALD P. TREUTLER HOLDINGS LTD." "108 BANFF AVE" "BANFF" " " "T1L 1A9" "4037624652"
"OMNEX WFG CANADA CORP." "250 KING ST W" "HAMILTON" " " "L8P1A9" "8666141670"
"WALL STREET FINANCE (CANADA) LTD." "902-43 THORNCLIFFE PARK DRIVE" "TORONTO" " " "M4H1J4" "4163632300"
"ALTAIF INC" "220 PINEHILL DR" "HAMILTON" " " "L0R1P0" "6132602338"
"CASH POINT FOREIGN EXCHANGE INC." "3852 FINCH AVE EAST #G03" "SCARBOROUGH" " " "M1T 3T9" "4162847000"
"TXH THE EXCHANGE HOUSE INC." "STAMFORD GREEN PLAZA, 3483 PORTAGD RD, UNIT 4" "NIAGARA FALLS" " " "L2J 3K3" "9059840085"
"VINAFAST CORPORATION" "888 DUNDAS STREET EAST, UNIT D2-B" "MISSISSAUGA" " " "L4Y4G6" "9052708898"
"GOEL FOREIGN EXCHANGE LTD" "900  RAYLAWSON BLVD UNIT#6" "BRAMPTON" " " "L6Y 5H7" "9057961238"
"QARAN FINANCIAL SERVICES INC." "2093 WESTON RD." "TORONTO" " " "M9N1X7" "4162452846"
"MARITIME EXCHANGE INC." "1412 ROUTE 95" "BELLEVILLE" " " "E7M 4Z8" "5063288888"
"ELITE FOREX INC." "1449 STE CATHERINE STREET WEST" "MONTREAL" " " "H3G 1S6" "5142899003"
"6813372 CANADA INC" "104 DU BARRY" "KIRKLAND" " " "H9H 4P8" "5146939559"
"VIETNAM SERVICES INC." "438 SPADINA AVENUE, UNIT # 3" "TORONTO" " " "M5T 2G8" "4169729462"
"DAOUD CORPORATION" "14 OXFORD ST" "RICHMOND HILL" " " "L4C4L5" "4163591690"
"ABBAS MONEY SMART INC" "7163 YONGE ST  # 293" "THORNHILL" " " "L3T0C6" "4169212899"
" " "UNIT 114 - 1286 WILSON AVENUE" "TORONTO" " " "M3M3G4" "4167325710"
" " "403 PAPE AVENUE" "TORONTO" " " "M4K 3P3" "4164611290"
"CONTINENTAL EXCHANGE SOLUTIONS INC." "13825 CERRITOS CORPORATE DRIVE SUITE C" "CERRITOS" " " "90703" "5623452119"
"PAYAM EXCHANGE INC" "5215 YONGE ST, 2ND FLOOR" "TORONTO" " " "M2N 5P7" "4162227548"
"DOLLAR DIRECT CORP." "947 LANDSDOWN ST W" "PETERBOROUGH" " " "K9J 1Z5" "7057452274"
"6149154 CANADA INC" "8371 RUE SAINT-LAURENT" "MONTRÉAL" " " "H2P2M7" "5143888989"
"QUESTRADE, INC." "5650 YONGE ST STE 1700" "TORONTO" " " "M2M 4G3" "8887837866"
"PEACE BRIDGE DUTY FREE" "1 PEACE BRIDGE PLAZA BOX 339" "FORT ERIE" " " "L2A 5N1" "9058715400"
"WORLDWIDE PAYMENTS INC" "UNIT 730 - 1130 WEST PENDER ST" "VANCOUVER" " " "V6E 4A4" "7787869110"
"DOULAT ENTERPRISES INC." "3094 DANFORTH AVENUE" "TORONTO" " " "M1L 1B1" "4166902120"
"1452062 ONTARIO LIMITED." "2540 FINCH AVE W. UNIT 16" "NORTH YORK" " " "M9M 2G3" "4167452405"
"9139-0849 QUEBEC INC" "4961C CHEMIN QUEEN-MARY" "MONTRÉAL" " " "H3W 1X4" "5148073985"
"A & VY MONEY TRANSFER LIMITED" "5511 VICTORIA DRIVE" "VANCOUVER" " " "V5P2W3" "6043222838"
"WEST BULLION INC." "114A 3030 LINCOLN AVENUE" "COQUITLAM" " " "V3B 6B4" "6049453166"
"REMESAS QUISQUEYANA INC." "1550 NORTH BROWN ROAD SUITE 145" "LAWRENCEVILLE" " " "30043" "6784077010"
"U REMIT INTERNATIONAL CORPORATION" "102-305 MILNER AVE" "SCARBOROUGH" " " "M1B3V4" "6478951650"
" " "2083 LAWRENCE AVE W SUITE 202" "TORONTO" " " "M9N 1H7" "4162415446"
